600872 中炬高新 日线 前复权
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2013/09/02,0.07,0.10,0.07,0.09,9354646,79494144.00
2013/09/03,0.09,0.13,0.09,0.12,20118652,178355616.00
2013/09/04,0.12,0.13,0.11,0.12,12275204,109837936.00
2013/09/05,0.12,0.17,0.12,0.16,27283415,254802416.00
2013/09/06,0.16,0.18,0.15,0.17,16769303,159851488.00
2013/09/09,0.17,0.17,0.15,0.16,11253426,106113936.00
2013/09/10,0.15,0.17,0.13,0.15,16376103,153718448.00
2013/09/11,0.14,0.15,0.12,0.14,8775223,80237200.00
2013/09/12,0.14,0.15,0.13,0.14,5774762,53178608.00
2013/09/13,0.14,0.15,0.13,0.14,5237912,47959904.00
2013/09/16,0.14,0.17,0.14,0.16,10717750,101540776.00
2013/09/17,0.17,0.18,0.15,0.16,8498395,80444368.00
2013/09/18,0.16,0.19,0.15,0.19,15952774,155007888.00
2013/09/23,0.19,0.22,0.18,0.21,15398437,152824704.00
2013/09/24,0.20,0.21,0.20,0.20,9182820,92043592.00
2013/09/25,0.20,0.23,0.16,0.16,17297643,169451712.00
2013/09/26,0.16,0.19,0.16,0.17,16641603,159555824.00
2013/09/27,0.17,0.21,0.16,0.20,12200902,121131520.00
2013/09/30,0.20,0.23,0.19,0.20,10466702,105861560.00
2013/10/08,0.21,0.22,0.20,0.22,7823835,79103792.00
2013/10/09,0.22,0.26,0.21,0.25,20116538,211911776.00
2013/10/10,0.26,0.29,0.23,0.27,24536929,265919136.00
2013/10/11,0.26,0.31,0.26,0.29,22199923,245373520.00
2013/10/14,0.29,0.30,0.27,0.28,14190492,156697152.00
2013/10/15,0.28,0.33,0.26,0.33,25855431,292702400.00
2013/10/16,0.32,0.33,0.28,0.30,21205998,239702704.00
2013/10/17,0.30,0.32,0.28,0.29,12362960,138865904.00
2013/10/18,0.29,0.31,0.27,0.29,12024624,132696840.00
2013/10/21,0.29,0.35,0.29,0.35,21223933,246066128.00
2013/10/22,0.35,0.36,0.32,0.32,15156418,177737072.00
2013/10/23,0.32,0.34,0.24,0.25,23120062,252107536.00
2013/10/24,0.25,0.28,0.23,0.23,17409676,184880096.00
2013/10/25,0.25,0.25,0.19,0.21,20274445,204513504.00
2013/10/28,0.21,0.25,0.21,0.24,15129306,156618592.00
2013/10/29,0.23,0.28,0.21,0.27,19131558,202663648.00
2013/10/30,0.25,0.29,0.25,0.28,14624552,158900576.00
2013/10/31,0.27,0.29,0.23,0.25,13008636,139589728.00
2013/11/01,0.24,0.25,0.20,0.25,12820309,132633632.00
2013/11/04,0.24,0.28,0.23,0.25,9196236,98557760.00
2013/11/05,0.25,0.27,0.23,0.26,5422942,57692056.00
2013/11/06,0.26,0.28,0.25,0.25,9888969,106610984.00
2013/11/07,0.25,0.25,0.21,0.21,9956686,102205536.00
2013/11/08,0.20,0.22,0.18,0.19,12589017,125160384.00
2013/11/11,0.19,0.22,0.19,0.21,10685889,107585872.00
2013/11/12,0.21,0.23,0.20,0.23,6015271,61599852.00
2013/11/13,0.23,0.23,0.22,0.23,4251022,43681792.00
2013/11/14,0.22,0.24,0.20,0.24,7058120,72499968.00
2013/11/15,0.24,0.27,0.23,0.25,8938470,95114688.00
2013/11/18,0.24,0.29,0.24,0.27,12751466,138659456.00
2013/11/19,0.27,0.30,0.27,0.28,10230891,113057864.00
2013/11/20,0.29,0.30,0.27,0.28,5293783,58084796.00
2013/11/21,0.28,0.28,0.25,0.26,8525292,91258216.00
2013/11/22,0.25,0.27,0.25,0.26,4730129,50369120.00
2013/11/25,0.25,0.27,0.25,0.25,3112869,33397144.00
